192.168.1.1     ,165 ,???                                             ,
100.64.0.1      ,165 ,???                                             ,     
172.16.251.90   ,163 ,???                                             ,     
206.224.65.200  , 34 ,undefined.hostname.localhost                    ,14593
206.224.65.190  , 27 ,undefined.hostname.localhost                    ,14593
62.115.114.90   , 93 ,ffm-bb2-link.ip.twelve99.net                    , 1299
62.115.124.61   , 15 ,mei-b5-link.ip.twelve99.net                     , 1299
62.115.180.189  ,  2 ,skbroadband-ic-374169.ip.twelve99-cust.net      , 1299
1.255.76.100    ,  4 ,???                                             , 9318
1.255.76.174    ,  2 ,???                                             , 9318
140.91.230.12   ,  2 ,???                                             ,31898
206.224.65.204  , 30 ,undefined.hostname.localhost                    ,14593
206.224.65.188  , 28 ,undefined.hostname.localhost                    ,14593
62.115.178.43   ,  6 ,skbroadband-ic-374168.ip.twelve99-cust.net      , 1299
1.255.26.127    ,  6 ,???                                             , 9318
1.255.76.82     ,  4 ,???                                             , 9318
211.176.50.172  ,  4 ,???                                             , 9318
140.91.230.2    ,  4 ,???                                             ,31898
206.224.65.196  , 24 ,undefined.hostname.localhost                    ,14593
206.224.65.186  , 22 ,undefined.hostname.localhost                    ,14593
213.144.184.30  , 31 ,???                                             , 6762
195.219.223.10  , 10 ,???                                             , 6453
195.219.219.72  ,  5 ,if-ae-54-2.tcore1.fr0-frankfurt.as6453.net      , 6453
80.231.245.6    ,  5 ,if-ae-55-2.tcore2.pvu-paris.as6453.net          , 6453
80.231.154.143  ,  3 ,if-ae-3-2.tcore1.l78-london.as6453.net          , 6453
63.243.205.186  ,  3 ,if-ae-17-2.tcore1.sqn-sanjose.as6453.net        , 6453
209.58.86.36    ,  3 ,if-ae-26-2.tcore2.sv1-santaclara.as6453.net     , 6453
209.58.86.143   ,  3 ,if-et-5-2.hcore1.kv8-chiba.as6453.net           , 6453
180.87.180.12   ,  7 ,if-ae-23-2.tcore1.tv2-tokyo.as6453.net          , 6453
4.68.63.109     , 11 ,ae-16.edge8.Frankfurt1.Level3.net               , 3356
4.69.214.246    , 10 ,???                                             , 3356
140.91.240.11   ,  2 ,???                                             ,31898
213.144.170.115 ,  4 ,ae42.marsiglia3.mar.seabone.net                 , 6762
213.144.176.179 ,  7 ,???                                             , 6762
5.11.10.251     ,  3 ,te-0-3-0-16.lza-p4-jhb.liquidtelecom.net        ,30844
41.175.242.16   ,  3 ,hu-0-0-0-0.lza-p3-jhb.liquidtelecom.net         ,30844
77.246.58.97    ,  7 ,hu-0-0-0-12.lza-pe4-jhb.liquidtelecom.net       ,30844
140.91.248.3    ,  3 ,???                                             ,31898
206.224.65.182  , 19 ,undefined.hostname.localhost                    ,14593
62.115.37.20    , 49 ,ffm-b11-link.ip.twelve99.net                    , 1299
62.115.124.118  , 31 ,ffm-bb2-link.ip.twelve99.net                    , 1299
62.115.122.138  , 38 ,prs-bb2-link.ip.twelve99.net                    , 1299
62.115.112.244  , 10 ,nyk-bb1-link.ip.twelve99.net                    , 1299
62.115.118.111  , 13 ,sjo-b23-link.ip.twelve99.net                    , 1299
114.31.199.40   ,  6 ,be203.cor01.syd11.nsw.vocus.network             , 4826
114.31.192.47   ,  2 ,be101.bdr04.syd03.nsw.vocus.network             , 4826
140.91.212.23   ,  2 ,???                                             ,31898
62.115.114.88   , 13 ,ffm-bb1-link.ip.twelve99.net                    , 1299
62.115.123.13   ,  7 ,prs-bb1-link.ip.twelve99.net                    , 1299
62.115.112.242  ,  9 ,ash-bb2-link.ip.twelve99.net                    , 1299
62.115.136.200  ,  9 ,nyk-bb2-link.ip.twelve99.net                    , 1299
62.115.123.109  ,  7 ,toro-b2-link.ip.twelve99.net                    , 1299
62.115.117.228  ,  5 ,toro-b5-link.ip.twelve99.net                    , 1299
140.91.202.11   ,  3 ,???                                             ,31898
206.224.65.208  , 26 ,undefined.hostname.localhost                    ,14593
206.224.65.184  , 20 ,undefined.hostname.localhost                    ,14593
62.115.189.7    , 13 ,bhartiairtel-ic-354139.ip.twelve99-cust.net     , 1299
116.119.81.96   ,  3 ,???                                             , 9498
206.224.65.178  , 18 ,undefined.hostname.localhost                    ,14593
62.115.124.116  , 15 ,ffm-bb1-link.ip.twelve99.net                    , 1299
62.115.124.59   ,  9 ,mei-b5-link.ip.twelve99.net                     , 1299
116.119.81.84   ,  2 ,???                                             , 9498
62.115.143.28   ,  3 ,s-bb1-link.ip.twelve99.net                      , 1299
62.115.136.81   ,  2 ,s-b5-link.ip.twelve99.net                       , 1299
62.115.138.104  ,  5 ,s-bb2-link.ip.twelve99.net                      , 1299
62.115.112.11   ,  2 ,s-b5-link.ip.twelve99.net                       , 1299
116.119.81.92   ,  3 ,???                                             , 9498
140.91.228.25   ,  3 ,???                                             ,31898
62.115.118.63   ,  4 ,prs-b3-link.ip.twelve99.net                     , 1299
140.204.198.33  ,  2 ,???                                             ,31898
206.224.65.192  , 21 ,undefined.hostname.localhost                    ,14593
140.91.240.3    ,  2 ,???                                             ,31898
62.115.138.248  ,  3 ,ldn-bb1-link.ip.twelve99.net                    , 1299
62.115.135.25   ,  3 ,prs-bb1-link.ip.twelve99.net                    , 1299
62.115.135.133  ,  3 ,nyk-b1-link.ip.twelve99.net                     , 1299
62.115.135.130  ,  3 ,nyk-bb1-link.ip.twelve99.net                    , 1299
62.115.137.143  ,  4 ,motl-b2-link.ip.twelve99.net                    , 1299
62.115.126.220  ,  4 ,motl-b1-link.ip.twelve99.net                    , 1299
140.91.226.35   ,  2 ,???                                             ,31898
140.91.198.19   ,  2 ,???                                             ,31898
140.91.198.134  ,  2 ,???                                             ,31898
93.186.129.75   ,  3 ,ae0.catania8.cat.seabone.net                    , 6762
93.186.129.49   ,  4 ,itc-sa.catania8.cat.seabone.net                 , 6762
87.101.255.133  ,  4 ,???                                             ,35753
62.115.122.159  , 20 ,rest-bb1-link.ip.twelve99.net                   , 1299
62.115.137.45   ,  4 ,dls-bb1-link.ip.twelve99.net                    , 1299
62.115.136.119  ,  6 ,dls-b23-link.ip.twelve99.net                    , 1299
62.115.125.55   ,  8 ,phx-b6-link.ip.twelve99.net                     , 1299
140.91.194.5    ,  4 ,???                                             ,31898
62.115.138.71   ,  4 ,atl-bb1-link.ip.twelve99.net                    , 1299
62.115.134.247  ,  6 ,atl-b24-link.ip.twelve99.net                    , 1299
62.115.124.13   ,  4 ,mny-b2-link.ip.twelve99.net                     , 1299
62.115.123.239  ,  4 ,qro-b2-link.ip.twelve99.net                     , 1299
62.115.116.46   ,  2 ,hou-b3-link.ip.twelve99.net                     , 1299
140.204.200.25  ,  2 ,???                                             ,31898
140.204.120.150 ,  2 ,???                                             ,31898
206.224.65.180  , 17 ,undefined.hostname.localhost                    ,14593
140.91.208.34   ,  2 ,???                                             ,31898
213.144.184.26  , 20 ,???                                             , 6762
140.91.208.22   ,  2 ,???                                             ,31898
62.115.119.111  ,  3 ,s-b5-link.ip.twelve99.net                       , 1299
140.91.246.22   ,  3 ,???                                             ,31898
62.115.114.86   ,  2 ,lax-b22-link.ip.twelve99.net                    , 1299
62.115.8.203    ,  2 ,singaporetelecom-ic-335365.ip.twelve99-cust.net , 1299
203.208.173.21  ,  2 ,???                                             , 7473
203.208.158.186 ,  2 ,???                                             , 7473
203.208.166.242 ,  2 ,???                                             , 7473
203.208.154.173 ,  2 ,???                                             , 7473
140.91.232.31   ,  4 ,???                                             ,31898
129.250.66.17   ,  9 ,ae-9.r00.frnkge13.de.bb.gin.ntt.net             , 2914
129.250.6.41    ,  5 ,ae-2.r21.frnkge13.de.bb.gin.ntt.net             , 2914
129.250.3.182   ,  2 ,ae-3.r21.mlanit02.it.bb.gin.ntt.net             , 2914
129.250.3.156   ,  2 ,ae-0.r20.mlanit02.it.bb.gin.ntt.net             , 2914
129.250.2.97    ,  2 ,ae-3.r00.sngpsi07.sg.bb.gin.ntt.net             , 2914
140.91.232.22   ,  2 ,???                                             ,31898
140.91.194.46   ,  2 ,???                                             ,31898
62.115.138.64   ,  2 ,dls-bb2-link.ip.twelve99.net                    , 1299
140.91.194.239  ,  2 ,???                                             ,31898
103.1.76.149    ,  3 ,be802.lsr01.stck.vic.vocus.network              ,     
103.1.77.49     ,  3 ,be200.cor02.mel11.vic.vocus.network             ,     
114.31.196.33   ,  3 ,be100.bdr01.mel12.vic.vocus.network             , 4826
140.91.224.16   ,  3 ,???                                             ,31898
182.79.211.32   ,  3 ,???                                             ,     
140.91.204.12   ,  2 ,???                                             ,31898
116.119.55.217  ,  2 ,???                                             , 9498
140.91.204.22   ,  2 ,???                                             ,31898
195.22.212.153  ,  5 ,ae1.milano10.mil.seabone.net                    , 6762
140.91.252.32   ,  2 ,???                                             ,31898
195.22.212.151  ,  3 ,ae0.milano10.mil.seabone.net                    , 6762
140.91.252.21   ,  2 ,???                                             ,31898
80.81.192.228   , 10 ,gi-0-1-0.emix.net.ae                            ,     
195.229.0.121   ,  5 ,???                                             , 8966
195.229.0.153   ,  3 ,???                                             , 8966
140.91.240.21   ,  2 ,???                                             ,31898
129.250.6.13    ,  5 ,ae-2.r20.frnkge13.de.bb.gin.ntt.net             , 2914
129.250.7.34    ,  5 ,ae-4.r20.vienat02.at.bb.gin.ntt.net             , 2914
129.250.7.13    ,  5 ,ae-0.r21.vienat02.at.bb.gin.ntt.net             , 2914
129.250.4.134   ,  5 ,ae-1.r00.sngpsi07.sg.bb.gin.ntt.net             , 2914
140.91.232.23   ,  2 ,???                                             ,31898
140.91.232.20   ,  2 ,???                                             ,31898
140.91.198.18   ,  3 ,???                                             ,31898
62.115.134.229  ,  2 ,snge-b5-link.ip.twelve99.net                    , 1299
140.91.230.6    ,  2 ,???                                             ,31898
140.91.230.5    ,  2 ,???                                             ,31898
140.91.202.14   ,  2 ,???                                             ,31898
140.91.202.23   ,  2 ,???                                             ,31898
140.91.250.21   ,  3 ,???                                             ,31898
140.204.100.162 ,  3 ,???                                             ,31898
140.91.220.31   ,  2 ,???                                             ,31898
129.250.5.27    ,  3 ,ae-12.r21.parsfr04.fr.bb.gin.ntt.net            , 2914
129.250.6.6     ,  3 ,ae-13.r24.asbnva02.us.bb.gin.ntt.net            , 2914
129.250.6.237   ,  3 ,ae-2.r24.snjsca04.us.bb.gin.ntt.net             , 2914
129.250.2.119   ,  3 ,ae-5.r26.osakjp02.jp.bb.gin.ntt.net             , 2914
129.250.2.40    ,  4 ,ae-1.r02.osakjp02.jp.bb.gin.ntt.net             , 2914
140.91.218.10   ,  2 ,???                                             ,31898
140.91.226.22   ,  2 ,???                                             ,31898
213.144.170.113 ,  8 ,ae8.marsiglia3.mar.seabone.net                  , 6762
5.11.13.113     ,  3 ,te0-0-0-22.lfr-p1-mrs.liquidtelecom.com         ,30844
5.11.12.112     ,  3 ,hu-0-1-0-1.lza-p3-jhb.liquidtelecom.com         ,30844
140.91.248.5    ,  3 ,???                                             ,31898
140.91.248.7    ,  2 ,???                                             ,31898
140.91.242.11   ,  3 ,???                                             ,31898
62.115.141.247  ,  7 ,ldn-b11-link.ip.twelve99.net                    , 1299
140.91.200.24   ,  3 ,???                                             ,31898
62.115.126.145  ,  2 ,mdc-b2-link.ip.twelve99.net                     , 1299
140.91.200.83   ,  2 ,???                                             ,31898
140.91.200.42   ,  2 ,???                                             ,31898
129.250.3.47    ,  2 ,ae-0.r20.parsfr04.fr.bb.gin.ntt.net             , 2914
129.250.4.194   ,  2 ,ae-14.r21.nwrknj03.us.bb.gin.ntt.net            , 2914
129.250.6.16    ,  2 ,ae-0.r20.nwrknj03.us.bb.gin.ntt.net             , 2914
129.250.3.83    ,  2 ,ae-0.r25.sttlwa01.us.bb.gin.ntt.net             , 2914
129.250.3.61    ,  2 ,ae-6.r26.osakjp02.jp.bb.gin.ntt.net             , 2914
140.91.218.11   ,  3 ,???                                             ,31898
195.229.1.128   ,  2 ,???                                             , 8966
195.229.31.241  ,  4 ,???                                             , 8966
140.91.236.17   ,  2 ,???                                             ,31898
62.115.116.212  ,  2 ,dls-bb2-link.ip.twelve99.net                    , 1299
140.91.195.11   ,  2 ,???                                             ,31898
140.91.195.7    ,  2 ,???                                             ,31898
140.204.196.23  ,  4 ,???                                             ,31898
62.115.114.89   ,  3 ,ffm-b5-link.ip.twelve99.net                     , 1299
213.248.93.129  ,  5 ,colt-ic-355540.ip.twelve99-cust.net             , 1299
140.91.238.14   ,  2 ,???                                             ,31898
62.115.114.91   ,  5 ,ffm-b5-link.ip.twelve99.net                     , 1299
212.74.86.230   ,  3 ,te0-6-0-0-cr1.MAD.router.colt.net               ,     
140.91.238.24   ,  2 ,???                                             ,31898
62.115.114.203  ,  3 ,mei-b4-link.ip.twelve99.net                     , 1299
62.115.143.23   ,  2 ,snge-b5-link.ip.twelve99.net                    , 1299
140.91.234.35   ,  2 ,???                                             ,31898
213.248.98.79   ,  3 ,vocus-ic-363828.ip.twelve99-cust.net            , 1299
103.1.77.0      ,  2 ,be200.lsr01.brdg.nsw.vocus.network              ,     
103.1.76.143    ,  3 ,be802.lsr01.melb.vic.vocus.network              ,     
103.1.77.33     ,  3 ,be200.cor02.mel07.vic.vocus.network             ,     
114.31.196.35   ,  3 ,be101.bdr01.mel12.vic.vocus.network             , 4826
140.91.224.22   ,  3 ,???                                             ,31898
62.115.123.41   ,  7 ,rest-b2-link.ip.twelve99.net                    , 1299
140.204.218.98  ,  2 ,???                                             ,31898
140.91.196.33   ,  2 ,???                                             ,31898
114.31.199.32   ,  3 ,be100.bdr03.sjc01.ca.us.vocus.network           , 4826
114.31.199.42   ,  3 ,be202.cor02.syd04.nsw.vocus.network             , 4826
114.31.192.45   ,  3 ,be100.bdr04.syd03.nsw.vocus.network             , 4826
140.91.212.34   ,  2 ,???                                             ,31898
62.115.141.245  ,  3 ,nyk-bb1-link.ip.twelve99.net                    , 1299
140.91.234.48   ,  2 ,???                                             ,31898
140.91.234.25   ,  2 ,???                                             ,31898
116.119.81.100  ,  2 ,???                                             , 9498
140.91.208.23   ,  4 ,???                                             ,31898
62.115.133.239  ,  2 ,prs-bb2-link.ip.twelve99.net                    , 1299
140.91.212.15   ,  2 ,???                                             ,31898
80.91.246.162   ,  4 ,chi-b23-link.ip.twelve99.net                    , 1299
140.204.203.20  ,  2 ,???                                             ,31898
200.189.207.6   ,  4 ,6.207.189.200.static.impsat.net.br              , 3549
140.91.244.3    ,  2 ,???                                             ,31898
195.22.211.205  ,  3 ,ae17.franco32.fra.seabone.net                   , 6762
94.142.107.198  ,  3 ,???                                             ,12956
176.52.248.241  ,  2 ,???                                             ,12956
213.140.36.230  ,  2 ,???                                             ,12956
94.142.99.229   ,  3 ,???                                             ,12956
5.53.3.164      ,  4 ,???                                             ,12956
140.91.244.13   ,  4 ,???                                             ,31898
80.231.153.20   ,  5 ,if-ae-49-2.tcore1.pvu-paris.as6453.net          , 6453
80.231.153.169  ,  3 ,if-ae-55-4.tcore1.pye-paris.as6453.net          , 6453
63.243.128.31   ,  2 ,if-ae-0-2.tcore1.sqn-sanjose.as6453.net         , 6453
63.243.205.13   ,  2 ,if-ae-18-4.tcore2.sv1-santaclara.as6453.net     , 6453
209.58.86.201   ,  3 ,if-et-28-2.hcore1.kv8-chiba.as6453.net          , 6453
140.91.244.7    ,  2 ,???                                             ,31898
195.22.211.207  ,  2 ,ae18.franco32.fra.seabone.net                   , 6762
176.52.248.141  ,  2 ,???                                             ,12956
94.142.98.240   ,  2 ,???                                             ,12956
93.186.129.77   ,  2 ,ae1.catania8.cat.seabone.net                    , 6762
62.115.136.111  ,  2 ,s-b5-link.ip.twelve99.net                       , 1299
62.115.142.217  ,  2 ,s-b5-link.ip.twelve99.net                       , 1299
5.23.30.16      ,  3 ,if-ae-9-2.tcore1.fnm-frankfurt.as6453.net       , 6453
195.219.194.149 ,  3 ,if-ae-6-2.tcore1.av2-amsterdam.as6453.net       , 6453
195.219.194.6   ,  2 ,if-ae-2-2.tcore2.av2-amsterdam.as6453.net       , 6453
80.231.131.160  ,  3 ,if-ae-14-2.tcore2.l78-london.as6453.net         , 6453
80.231.131.118  ,  2 ,if-ae-15-2.tcore2.ldn-london.as6453.net         , 6453
213.144.176.129 ,  5 ,???                                             , 6762
212.143.18.32   ,  5 ,gw1-be1-100.mrs.nv.net.il                       , 1680
212.143.12.67   ,  4 ,gw1-7-nta-gw1.mrs.nv.net.il                     , 1680
212.143.203.25  ,  5 ,gw1-0-1-core1.nta.nta.nv.net.il                 , 1680
212.143.25.51   ,  2 ,peersw1-nta-0-1-0-0-core1.nta.nv.net.il         , 1680
140.91.254.6    ,  2 ,???                                             ,31898
212.143.203.8   ,  3 ,core2-1-7-gw1.nta.nta.nv.net.il                 , 1680
212.143.25.55   ,  3 ,peersw1-nta-0-1-0-1-core2.nta.nv.net.il         , 1680
140.91.254.22   ,  2 ,???                                             ,31898
140.91.252.20   ,  3 ,???                                             ,31898
116.119.57.238  ,  4 ,???                                             , 9498
140.91.204.41   ,  3 ,???                                             ,31898
180.87.180.2    ,  4 ,if-ae-2-2.tcore2.tv2-tokyo.as6453.net           , 6453
152.70.92.44    ,  7 ,???                                             ,31898
80.231.131.73   ,  2 ,if-ae-18-2.tcore1.nto-newyork.as6453.net        , 6453
63.243.205.15   ,  2 ,if-ae-13-66.tcore2.lvw-losangeles.as6453.net    , 6453
180.87.181.206  ,  3 ,if-ae-36-2.tcore1.tv2-tokyo.as6453.net          , 6453
180.87.181.93   ,  3 ,if-et-6-2.hcore1.aseoa-seoul.as6453.net         , 6453
140.91.252.33   ,  2 ,???                                             ,31898
140.91.252.31   ,  2 ,???                                             ,31898
140.91.238.11   ,  2 ,???                                             ,31898
140.91.238.7    ,  2 ,???                                             ,31898
212.143.12.33   ,  2 ,gw1-nta-Po10-gw2.hfa.nv.net.il                  , 1680
140.91.254.2    ,  2 ,???                                             ,31898
212.143.25.49   ,  3 ,peersw1-nta-0-0-0-0-core1.nta.nv.net.il         , 1680
140.91.254.5    ,  2 ,???                                             ,31898
140.91.236.15   ,  3 ,???                                             ,31898
140.91.210.23   ,  2 ,???                                             ,31898
140.91.204.43   ,  2 ,???                                             ,31898
140.91.204.9    ,  2 ,???                                             ,31898
140.91.226.10   ,  2 ,???                                             ,31898
63.243.186.16   ,  2 ,if-ae-14-2.tcore3.nto-newyork.as6453.net        , 6453
4.69.141.246    ,  3 ,ae1.3112.edge6.London1.level3.net               , 3356
140.91.238.5    ,  3 ,???                                             ,31898
216.6.57.6      ,  2 ,if-ae-1-3.tcore4.njy-newark.as6453.net          , 6453
66.198.111.5    ,  2 ,if-ae-51-2.tcore3.nto-newyork.as6453.net        , 6453
63.243.128.17   ,  2 ,if-ae-22-2.tcore1.nto-newyork.as6453.net        , 6453
64.86.252.33    ,  3 ,if-ae-28-2.tcore2.av3-toyohashi.as6453.net      , 6453
180.87.3.130    ,  2 ,if-ae-2-2.tcore1.av3-toyohashi.as6453.net       , 6453
80.231.130.26   ,  2 ,if-ae-15-2.tcore3.njy-newark.as6453.net         , 6453
66.110.59.8     ,  2 ,if-ae-8-2.tcore1.lvw-losangeles.as6453.net      , 6453
66.110.59.2     ,  2 ,if-ae-2-2.tcore2.lvw-losangeles.as6453.net      , 6453
62.115.120.240  ,  3 ,adm-bb1-link.ip.twelve99.net                    , 1299
62.115.120.227  ,  3 ,adm-b10-link.ip.twelve99.net                    , 1299
140.91.222.42   ,  2 ,???                                             ,31898
80.239.196.190  ,  3 ,cellcom-ic-309800.ip.twelve99-cust.net          , 1299
212.143.16.134  ,  3 ,gw1-fra-be-1-100-gw2-fra-be-1-100.fra.nv.net.il , 1680
212.143.12.35   ,  3 ,gw1-2-7.nta.nv.net.il                           , 1680
140.91.254.10   ,  3 ,???                                             ,31898
5.11.10.89      ,  3 ,xe-0-1-0-0.lfr-pe2-mrs.liquidtelecom.net        ,30844
5.11.10.253     ,  3 ,te-0-2-0-11.lfr-pe2-msa.liquidtelecom.net       ,30844
140.91.248.2    ,  2 ,???                                             ,31898
195.229.0.226   ,  2 ,nyc-emix-cb.po600.emix.ae                       , 8966
140.91.234.22   ,  2 ,???                                             ,31898
140.91.234.50   ,  2 ,???                                             ,31898
140.91.244.21   ,  2 ,???                                             ,31898
176.52.248.217  ,  2 ,???                                             ,12956
213.140.35.238  ,  2 ,???                                             ,12956
94.142.98.197   ,  2 ,???                                             ,12956
140.91.197.55   ,  3 ,???                                             ,31898
140.91.200.40   ,  2 ,???                                             ,31898
132.145.27.225  ,  3 ,???                                             ,31898
140.91.200.25   ,  2 ,???                                             ,31898
62.115.122.200  ,  2 ,adm-bb4-link.ip.twelve99.net                    , 1299
62.115.120.229  ,  2 ,adm-b10-link.ip.twelve99.net                    , 1299
140.91.202.15   ,  2 ,???                                             ,31898
140.91.202.35   ,  2 ,???                                             ,31898
140.91.196.57   ,  2 ,???                                             ,31898
140.91.196.132  ,  2 ,???                                             ,31898
140.91.198.47   ,  2 ,???                                             ,31898
140.91.198.132  ,  2 ,???                                             ,31898
